affinity,SiO2_wt_percent,TiO2_wt_percent,Al2O3_wt_percent,Fe2O3_wt_percent,FeO_wt_percent,CaO_wt_percent,MgO_wt_percent,MnO_wt_percent,K2O_wt_percent,Na2O_wt_percent,P2O5(wt%),La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,V_ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm,143Nd/144Nd,87Sr/86Sr,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb
OIB,47.84,3.62,13.77,NA,NA,10.37,5.57,0.2,0.96,2.52,0.47,26.2,67,NA,37.1,8.73,2.88,NA,1.27,NA,1.2,NA,NA,2.31,0.33,27.2,346,59,48.9,53,NA,129,23.5,18.5,590,31,271,31.1,NA,NA,309,6.3,1.65,NA,1.6,NA,NA,0.70362,18.365,15.448,37.913
OIB,47.92,3.76,12.23,1.52,10.15,10.42,10,0.17,1.22,2.56,0.52,44.9,85.2,NA,43.9,9.2,3.02,NA,1.01,NA,NA,NA,NA,1.91,0.26,30,292,537,NA,234,79,112,24,29,605,31,276,59,NA,NA,254,7.1,NA,6,6,NA,NA,NA,NA,NA,NA
OIB,48.34,2.6,13.13,NA,NA,10.03,10.24,0.17,0.83,3.24,0.54,41.6,84,10.35,41.5,8.36,2.6,7.51,1.02,5.23,0.89,2.27,0.28,1.67,0.23,20,209,420,55,255,60,120,19,12,702,23,201,44,NA,0.19,347,5,2.77,2.75,4.49,1.18,NA,NA,NA,NA,NA
OIB,48.34,2.6,12.71,NA,NA,9.51,11.06,0.16,0.92,3.1,0.4,21,46,6.3,26.8,6.17,2.01,5.59,0.82,4.32,0.75,1.84,0.23,1.39,0.19,14,201,468,60,335,62,104,15,15,470,24,220,41,NA,0.23,214,4.97,2.5,1.31,2.34,0.6,NA,NA,NA,NA,NA
OIB,48.5,3.11,13.89,NA,8.24,10.98,7.14,0.18,0.35,2.24,0.34,16.9,40.9,6.18,28.4,7.28,2.48,7.52,1.19,6.46,1.25,3.03,0.415,2.45,0.334,30.1,276,193,NA,102,NA,116,22,3.48,416,34.1,210,19.8,NA,NA,166,5.35,1.37,1.17,1.24,0.3,NA,NA,18.4367,15.4768,37.9997
OIB,48.92,2.8,14.35,NA,NA,11.35,7.32,0.16,0.78,2.69,0.33,21,49.5,6.36,28,6.33,2.08,6.24,0.96,5.24,0.95,2.54,NA,2.15,0.3,27.5,304.1,332,NA,112.5,104.2,97.7,NA,20,364,30.3,209.8,22.6,NA,NA,151.1,4.46,NA,2.14,2.34,0.66,NA,NA,NA,NA,NA
OIB,49.19,2.76,17.64,NA,NA,7.52,3.61,0.19,2.52,5.86,0.85,84.7,156,14.2,58.3,10.6,3.45,12.6,1.6,6.6,1.2,3.5,0.43,2.6,0.43,NA,153,41,20,9,14,110,NA,70,994,37,455,120,NA,1,684,8,6.06,8,11.1,2.7,NA,NA,NA,NA,NA
OIB,50.23,2.31,13.18,NA,NA,9.23,9.81,0.15,0.63,2.9,0.36,22.2,45.8,NA,25.4,6.08,2.06,NA,0.88,NA,NA,NA,NA,1.62,0.24,22,217,445,54,275,76,108,20,18,583,24,220,48,NA,NA,314,4.54,2.13,2,2.13,0.579,NA,NA,NA,NA,NA
OIB,50.58,2.58,16.88,NA,NA,6.6,3.81,0.21,1.95,5.11,0.87,49.9,119,NA,62,13.5,4.56,NA,1.75,NA,NA,NA,NA,3.31,0.44,8.8,68,2.4,NA,8,NA,129,21.7,36,1265,43,495,63.6,NA,NA,639,10.1,NA,NA,3.9,NA,0.513054,0.70349,18.321,15.456,37.894
OIB,50.76,2.7,11.34,NA,NA,7.95,10.93,0.17,0.63,2.29,0.34,16.2,41.1,NA,27.5,7.22,2.44,NA,0.98,NA,NA,NA,NA,2.83,0.4,25.4,276,593,NA,441,NA,145,19.4,11.1,273,34.6,234,18.8,NA,NA,133,5.6,NA,NA,NA,NA,0.512938,0.70366,18.367,15.443,37.967
OIB,52.66,3.22,14.21,NA,NA,8.77,4.55,NA,1.89,2.86,0.48,38.07,86.25,10.76,41.2,8.9,2.83,8.34,1.35,6.8,1.24,2.96,0.41,2.34,0.34,NA,NA,NA,NA,NA,NA,NA,NA,33,455,34.2,298.9,38.4,NA,NA,460.8,7.41,2.32,1.26,5.41,1.53,0.512752,0.70518,19.05,15.555,38.655
OIB,45.08,2.78,10.45,NA,NA,8.51,15.2,0.19,1.1,2.04,0.42,28.4,63.5,NA,33.4,6.98,2.17,NA,0.84,NA,NA,NA,NA,1.66,0.24,20,268,825,81,610,65,120,NA,28,455,26,215,30,NA,NA,342,4.72,NA,NA,4.3,NA,NA,NA,NA,NA,NA
OIB,45.13,3.46,12.54,NA,NA,12.42,7.8,0.266,0.519,2.86,0.638,53.7,106.7,NA,50.55,9.462,2.869,7.92,NA,5.68,NA,2.5,NA,1.852,0.256,30,391,561,NA,212,119,107,18.9,14.5,762,27.6,277,78.6,NA,NA,575,NA,NA,2.97,5.8,1.25,NA,NA,NA,NA,NA
OIB,45.21,2.29,13.55,NA,NA,13.07,8.41,0.18,1.24,3.38,0.53,32.3,65.4,NA,33.9,7.15,2.4,6.62,NA,5.73,NA,2.78,NA,2.16,NA,26,296,263,NA,141,102,NA,NA,32,778,NA,128,NA,NA,NA,629,NA,NA,NA,NA,NA,0.51306,0.70314,NA,NA,NA
OIB,45.3,3.73,13.33,3.82,7.71,9.75,7.79,0.17,2,3.3,0.66,NA,105,NA,54.6,11.4,3.48,9.96,NA,6.92,NA,2.82,NA,2,NA,NA,274,249,45,160,59,126,NA,49,774,38,354,48,NA,NA,467,NA,NA,5.2,NA,NA,0.512757,0.704655,19.095,15.567,38.949
OIB,45.34,2.81,16.03,5.19,5.32,7.75,4.05,0.16,1.43,3.59,0.6,43.58,87.54,NA,45.65,9.03,2.64,6.92,NA,5.57,NA,2.4,NA,2,0.3,17,226,13,61,34,46,98,24,33.52,730.2,25,268,53,NA,NA,379,NA,NA,NA,13,NA,0.512944,0.703212,19.377,15.671,39.56
OIB,45.51,3.31,11.22,10.33,2.56,7.08,10.89,0.13,2.02,1.49,0.31,317,420,NA,780,207,64.1,NA,28.3,150,NA,NA,NA,120,18.5,29.3,NA,592,162,624,NA,NA,NA,30.7,827,NA,NA,NA,NA,0.25,624,6.05,2.89,NA,5.37,0.73,NA,0.706078,NA,NA,NA
OIB,45.6,4.22,14.47,NA,NA,9.93,5.13,0.15,1.05,3.24,0.5,24.6,62,NA,39.8,9.19,3.04,NA,1.52,NA,NA,NA,NA,2.39,0.34,24,278,51,38,65,NA,NA,NA,20,565,NA,NA,NA,NA,NA,182,6.8,2.2,NA,3.06,NA,0.512937,0.703794,NA,NA,NA
OIB,45.68,2.31,12.23,NA,NA,10.8,13.1,0.18,0.41,2.04,0.27,18,42,NA,23,5.4,1.8,5.5,NA,4.7,NA,2.3,NA,1.9,0.28,38,319,927,NA,432,100,98,NA,4,323,24,171,23,NA,0.05,145,NA,NA,NA,0,NA,0.512824,0.70422,NA,NA,NA
OIB,45.71,3.41,13.41,NA,NA,11.08,8.68,0.19,0.66,2.17,0.38,19.2,50,NA,30,7.48,2.59,NA,1.13,NA,1.1,NA,NA,2.16,0.3,30.7,250,373,56,172,NA,104,23,9.3,508,31,235,23.5,NA,NA,242,5.5,1.4,NA,1,NA,NA,NA,NA,NA,NA
OIB,45.8,1.86,13.82,4.86,6.55,13.32,11.22,0.15,0.5,1.65,0.17,12,27,NA,16,3.7,1.3,3.7,NA,3.2,NA,1.6,NA,1.2,0.18,46,379,466,NA,223,122,70,NA,12,359,17,104,13,NA,0.09,109,NA,NA,NA,4,NA,0.512838,0.70436,NA,NA,NA
OIB,45.91,2.44,15.64,3.34,9,11.17,5.62,0.19,1.01,3.86,0.59,37,70,NA,37,9,2.75,NA,1.2,NA,NA,NA,NA,1.9,0.32,18,285,38,42,80,70,126,NA,NA,950,NA,153,NA,NA,NA,620,3.4,2.3,NA,3.1,NA,NA,NA,NA,NA,NA
OIB,46.04,3.92,14.56,NA,NA,9.75,6.18,0.19,0.47,2.73,0.45,19.9,49,NA,32,7.97,2.61,NA,1,NA,NA,NA,NA,2.98,0.41,NA,NA,148,47,100,69,NA,NA,10,496,33,221,NA,NA,0.2,217,6.1,1.4,NA,1.3,0.3,NA,NA,NA,NA,NA
OIB,46.08,3.28,13.44,5.29,6.58,11.18,8.2,0.06,1.19,2.28,0.46,34.9,75.2,NA,NA,9.7,2.91,NA,1.27,NA,NA,NA,NA,2.09,0.32,27,307,332,52,190,77,117,NA,21,670,34,240,37,NA,NA,600,5.8,NA,NA,4.7,NA,NA,NA,NA,NA,NA
OIB,46.21,3.37,17.14,5.22,5.23,9.25,4.48,0.17,1.97,5.19,1.26,51.69,106.9,NA,51.11,10.52,3.27,8.32,NA,6.13,NA,2.42,NA,1.91,0.28,15,211,5,20,5,13,108,9,42,1139,31,312,77,NA,NA,622,NA,NA,NA,5,NA,0.51292,0.703138,19.654,15.618,39.479
OIB,46.21,2.94,12.73,NA,NA,9.84,9.81,0.17,1.41,3.44,0.71,40.7,84.8,9.7,34.19,6.81,2.47,6.43,0.77,4.38,0.71,1.74,0.25,1.36,0.2,NA,255,333,54,207,NA,NA,NA,33,780,28,251,73,NA,NA,507,NA,NA,12,3,0,NA,NA,NA,NA,NA
OIB,46.23,2.19,14.08,NA,NA,10.25,9.63,0.18,0.9,2.87,0.27,18.62,38.49,5.03,21.08,4.97,1.6,4.87,0.75,4.24,0.81,2.09,0.3,1.73,0.27,27.1,324,409,NA,217,NA,96.2,NA,22.44,452,22.87,NA,23.32,NA,NA,290,3.37,1.49,1.78,1.56,0.44,NA,NA,NA,NA,NA
OIB,46.42,2.54,13.2,2.77,8.48,9.76,10.6,0.17,1.23,3.19,0.59,27.7,59.7,NA,NA,6.2,2.11,NA,0.94,NA,NA,NA,NA,1.41,0.2,20,232,385,53,234,68,112,NA,31,820,25,209,57,NA,NA,425,3.8,NA,NA,4,NA,NA,NA,NA,NA,NA
OIB,46.74,3.02,13.22,NA,NA,9.28,11.75,0.18,0.35,2.31,0.25,15.7,35,NA,21,6.32,2.19,NA,0.9,NA,NA,NA,NA,2.41,0.35,NA,NA,485,66,489,71,NA,NA,10,390,35,148,NA,NA,0.2,153,4.3,0.9,NA,1,0.1,NA,NA,NA,NA,NA
OIB,46.88,2.03,13.69,2.41,9.86,10.81,9.78,0.17,0.68,2.47,0.24,12.5,29,NA,NA,4.38,1.43,NA,0.69,NA,NA,NA,NA,1.88,0.26,30.1,NA,560,NA,NA,NA,NA,19,15,359,21,166,16,NA,NA,200,3,NA,NA,1.2,NA,NA,NA,NA,NA,NA
OIB,47,3.2,12.12,4.64,6.9,9.15,10.48,0.15,1.82,2.21,0.52,40.7,82.9,NA,NA,9.6,2.85,NA,1.21,NA,NA,NA,NA,2.1,0.3,24,246,500,56,285,51,116,NA,34,595,30,298,40,NA,NA,450,8.3,NA,NA,5.8,NA,NA,NA,NA,NA,NA
OIB,47.08,2.22,12.7,6.54,4.37,10,10.05,0.14,1.22,2.25,0.61,30.6,62.1,NA,NA,7.6,2.2,NA,1.04,NA,NA,NA,NA,1.91,0.3,25,233,650,47,342,68,112,NA,21,519,25,205,26,NA,NA,350,5.1,NA,NA,4.2,NA,NA,NA,NA,NA,NA
OIB,47.1,3.45,15.1,NA,NA,10.61,6.92,0.16,1.18,3.14,0.55,38,77,NA,40,923,288,NA,NA,594,NA,259,NA,193,243,NA,NA,259,NA,99,NA,NA,NA,22,723,27,303,46,NA,NA,468,NA,NA,4,5,NA,NA,NA,NA,NA,NA
OIB,47.12,2.79,14.28,NA,NA,9.56,8.91,0.18,1,3,0.4,27,61,NA,33,7.3,2.4,7.1,NA,5.9,NA,2.8,NA,2.2,0.32,30,295,392,NA,199,63,112,NA,25,456,29,240,28,NA,0.25,211,NA,NA,NA,3,NA,0.512836,0.70426,NA,NA,NA
OIB,47.23,2.31,12.64,NA,NA,11.63,11.23,0.16,0.5,1.68,0.27,14,36.6,NA,21.3,5.24,1.87,NA,0.82,NA,0.7,NA,NA,1.61,0.2,32.3,252,761,60.6,296,NA,97,18.8,9,455,20,152,17.1,NA,NA,174,3.7,0.87,NA,0.4,NA,NA,NA,NA,NA,NA
OIB,47.95,3.17,12.93,NA,NA,8.79,6.77,0.16,1.77,2.94,0.55,33.6,77,NA,40.5,9.21,2.86,NA,1.23,NA,NA,NA,NA,2.4,0.35,19,300,210,49,177,67,118,NA,41,577,34,315,35,NA,NA,386,7.19,NA,NA,4.38,NA,NA,NA,NA,NA,NA
OIB,48.08,2.96,14.94,NA,NA,11.47,6.56,0.18,0.59,2.54,0.39,19.5,48.1,NA,28.6,7.33,2.39,NA,1.06,NA,1.2,NA,NA,2.28,0.3,31.5,NA,214,44,NA,NA,NA,NA,7.8,549,NA,NA,NA,NA,NA,227,5.1,1.28,NA,0.9,NA,NA,0.70368,NA,NA,NA
OIB,48.33,2.72,14.85,3.88,8.34,10.92,7,0.17,0.23,2.43,0.34,16.7,42.7,NA,28.2,6.77,2.21,NA,1.02,NA,NA,NA,NA,1.94,0.28,28.4,289,212,43.8,88,NA,124,23,2.4,492,25.9,207,19.6,NA,NA,175,4.6,1.01,NA,1.06,NA,NA,NA,NA,NA,NA
OIB,48.37,3.49,17.34,NA,NA,9.18,3.63,0.17,1.6,3.89,0.76,52.1,110.5,NA,48.2,9.6,3,8.6,NA,NA,NA,NA,NA,2.5,0.35,27,237,22,45,15,23,123,NA,32,734,33,305,86,NA,NA,408,NA,NA,NA,NA,NA,NA,0.702875,20.511,15.74,39.846
OIB,48.4,2.59,15.55,NA,NA,8.47,5.43,0.16,2.59,3.22,0.71,54.2,118.5,NA,NA,9.3,2.79,NA,1,NA,NA,NA,NA,2.2,0.3,17,188,158,40,106,50,136,NA,85,1021,33,354,61,NA,NA,660,6.4,NA,NA,9.68,NA,NA,NA,NA,NA,NA
OIB,48.88,2.55,14.16,4.75,6.99,8.87,9.01,0.15,1.01,3.02,0.5,26.5,47.7,NA,31.5,7.87,2.68,NA,1.24,NA,NA,NA,NA,2.57,0.33,22.6,249,380,NA,312,NA,249,NA,14,464,46,203,21.6,NA,NA,250,4.69,NA,NA,1.18,NA,NA,NA,NA,NA,NA
OIB,49.18,2.48,11.77,NA,NA,8.14,11.28,0.15,1.33,1.62,0.3,52.7,213,NA,121.4,49.1,26.47,NA,19.96,97,NA,NA,NA,103,18.84,25.1,NA,634,71.4,574,NA,NA,NA,27,695,NA,228,NA,NA,0.23,309,6.57,1.83,NA,4.09,0.79,NA,NA,NA,NA,NA
OIB,49.66,2.14,15.3,4.93,6.61,10.32,7.02,0.16,0.09,2.45,0.24,10.1,25.3,NA,19.3,5.11,1.79,NA,0.89,NA,NA,NA,NA,1.87,0.28,28.7,263,252,45.2,150,NA,114,19.3,0.5,387,24,151,9.6,NA,NA,71,3.48,0.53,NA,0.64,NA,NA,NA,NA,NA,NA
OIB,50.28,1.86,12.38,0.59,9.89,8.96,11.92,0.16,0.44,2.15,0.22,8.81,23.5,NA,16,4.23,1.47,NA,0.63,NA,NA,NA,NA,1.48,0.23,23.9,239,547,53,427,NA,108,18.1,4.9,337,19.5,133,9,NA,NA,77,2.87,0.45,NA,0.51,NA,NA,NA,NA,NA,NA
OIB,52.25,2.73,15.99,3.44,6.84,8.51,5.18,0.15,1.15,2.97,0.63,69.2,154,NA,93,21.9,7.37,NA,3.1,NA,NA,NA,NA,6.81,0.94,20.8,240,160,NA,123,NA,121,NA,23,547,75,275,26.2,NA,NA,926,5.99,NA,NA,1.8,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,36.5,NA,25,6.06,2.12,NA,0.93,NA,NA,NA,NA,1.9,0.26,27.1,NA,NA,NA,270,NA,NA,NA,6,329,29,166,NA,NA,NA,95,4.39,NA,1.32,1.49,0.51,0.513022,0.70358,18.533,15.481,38.155
OIB,NA,2.81,14.3,NA,NA,11.2,6.3,0.18,0.71,2.66,NA,19.9,46.1,NA,32,6.97,2.49,NA,0.92,5.7,NA,NA,NA,2.16,0.29,31,336,150,47,105,NA,NA,NA,NA,610,NA,225,NA,NA,NA,190,5.1,1.3,NA,1.2,0.2,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,67.7,9.06,38.2,8.8,2.84,8.52,NA,6.82,1.15,3.06,NA,2.31,0.33,NA,NA,NA,NA,NA,NA,NA,NA,18,295,32,231,36.4,2.68,0.203,191,6.53,NA,2.43,3.4,0.74,0.512854,0.70465,19.17,15.591,39.305
OIB,NA,2.31,13.8,NA,NA,9.9,7.3,0.15,0.36,2.23,NA,8.8,23.4,NA,20,4.79,1.7,NA,0.76,4.6,NA,NA,NA,2,0.25,29,280,240,42,100,NA,NA,NA,NA,305,NA,120,NA,NA,NA,80,3.6,0.5,NA,0.6,0.2,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.33,104.06,13.35,53.73,11.06,3.15,9.29,1.46,7.05,1.23,2.83,0.37,2.08,0.29,NA,NA,NA,NA,NA,NA,NA,NA,54.38,592.4,35.15,384.1,58.86,NA,NA,537.6,8.98,3.45,4.35,6.56,1.77,0.51281,0.70471,19.061,15.528,38.587
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.52,99.58,12.82,51.49,10.75,3.16,9.31,1.44,6.85,1.17,2.61,0.34,1.85,0.25,NA,NA,NA,NA,NA,NA,NA,NA,36.82,815.5,33.31,318.4,52.87,NA,NA,409.2,7.25,3.15,3.48,5.44,1.45,0.512918,0.70418,NA,NA,NA
OIB,45.5,4.02,17.17,5.83,7.83,7.75,4.69,0.17,1.19,3.78,0.76,38.1,84.1,11.8,49.6,10.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,2.77,NA,NA,8.52,NA,2.41,NA,NA,0.513016,0.70368,18.391,15.489,37.952
OIB,45.6,3.16,15.3,NA,NA,9.03,7.13,0.17,1.7,2.83,0.56,46,96,NA,47,NA,2.7,NA,NA,6.2,NA,2.5,NA,2.15,NA,19,265,190,40,89,NA,NA,NA,44,706,31,280,51,NA,NA,550,NA,NA,NA,NA,NA,0.512812,0.70442,18.984,15.555,38.887
OIB,45.64,3.21,15.43,NA,NA,11.73,7.46,0.17,1.42,3.21,0.51,35,70,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,124,NA,120,NA,NA,NA,31,758,23,205,56,NA,NA,498,NA,NA,1.71,2,0.77,0.513,0.702922,19.439,15.59,39.082
OIB,45.95,4,14.9,NA,NA,9.12,7.48,0.17,1.07,3.39,0.52,33,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,158,47,129,46,108,24,24,603,33,269,42,NA,NA,252,NA,NA,6,1,NA,0.512865,0.70354,NA,NA,NA
OIB,46.04,1.89,13.73,2.69,9.5,10.36,12.22,0.18,0.66,2.3,0.21,NA,32,NA,NA,NA,1.42,NA,0.56,NA,NA,NA,NA,1,0.23,36,260,920,78,230,78,85,NA,30,375,11,116,NA,NA,NA,240,2.5,1.2,NA,1.5,NA,NA,0.70362,NA,NA,NA
OIB,46.59,2.68,11.66,NA,NA,9.08,13.06,0.16,1.85,2.08,0.43,35.7,76.94,8.67,32.6,6.96,2.21,6.55,NA,4.32,0.83,1.85,NA,1.47,0.21,NA,NA,NA,NA,353,NA,NA,NA,41,544,21,251,34,NA,NA,454,NA,NA,3.8,5.8,NA,NA,NA,19.096,15.611,38.941
OIB,46.77,2.16,11.49,NA,NA,9.3,14.33,0.2,0.61,2.08,0.26,NA,46.5,NA,28.1,6.73,2.3,4.83,NA,6.05,NA,2.65,NA,2.43,NA,NA,263,903,73,462,89,NA,NA,16,302,NA,159,NA,NA,0.9,123,NA,NA,NA,2.25,NA,NA,0.70413,NA,NA,NA
OIB,46.8,3.4,13.78,NA,NA,10.4,6.2,0.18,0.67,3.85,0.48,35.5,78.5,NA,46.5,9.6,2.88,8.8,NA,6.8,NA,2.9,NA,2.22,NA,27.5,330,117,41,85,NA,NA,NA,13.5,610,32,232,44,NA,NA,228,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA
OIB,46.85,2.54,12.75,2.18,9.54,10.01,10.47,0.16,0.95,2.59,0.4,NA,NA,NA,29.58,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,426,NA,415,NA,NA,NA,30,394,36,172,NA,NA,NA,278,NA,NA,1.96,3.04,0.78,0.512846,0.70432,18.888,15.603,38.954
OIB,46.9,2.46,14.48,NA,NA,10.4,7.66,0.18,1.02,2.98,0.31,17.65,36.19,4.8,19.73,4.6,1.48,4.69,0.72,4.1,0.78,2.08,0.29,1.72,0.26,33.1,347,232,NA,134,NA,95.4,NA,16.84,406,22.88,NA,21.88,NA,NA,262,3.12,1.38,NA,1.3,0.31,NA,NA,NA,NA,NA
OIB,47.48,3.13,12.27,NA,NA,8.42,11.19,0.15,1.16,2.92,0.52,38,85.62,10,38.8,8.54,2.84,8.17,NA,5.37,1.03,2.3,NA,1.84,0.27,NA,NA,NA,NA,320,NA,NA,NA,21,574,25,328,35,NA,NA,210,NA,NA,1.9,4.6,NA,NA,NA,NA,NA,NA
OIB,47.69,3.33,11.01,NA,NA,10.73,10.95,0.272,0.3,2.03,0.38,25.2,65,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,319,777,NA,465,99,99,19,12,463,29.1,292,32.2,NA,NA,133,NA,NA,1.77,2.39,0.65,0.512943,0.703346,19.543,15.602,39.259
OIB,47.91,4.43,12.99,NA,NA,10.15,7.13,0.165,1.204,2.88,0.549,42.7,107,NA,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,361,193,NA,150,138,113,23,21.8,628,36.4,430,55.7,NA,NA,210,NA,NA,2.24,4.28,1.23,0.512889,0.703378,19.797,15.613,39.534
OIB,48.03,1.92,10.34,1.2,10.18,8.33,17.52,0.17,0.33,1.69,0.18,9.2,24.3,NA,17.2,3.85,1.47,NA,NA,0,NA,NA,NA,1.57,0.19,25.4,244,812,82.7,512,NA,124,15,NA,NA,13.9,NA,NA,NA,0.16,110,3.2,NA,2.6,NA,0.19,NA,NA,NA,NA,NA
OIB,49.69,1.66,17.42,NA,NA,7.8,4.93,0.16,2.02,3.14,0.52,42,74,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,146,103,NA,59,37,83,NA,54,436,32,220,57,NA,NA,761,NA,NA,9.8,6.9,NA,0.512828,0.703751,NA,NA,NA
OIB,49.71,2.68,13.65,1.19,9.72,11.59,8.24,0.17,0.54,2.26,0.25,16.8,41.7,5.96,26.3,6.29,2.16,6.35,0.91,5.31,1,2.59,0.362,2.1,0.287,NA,NA,NA,NA,NA,NA,NA,NA,10.9,413,28.5,187,19.9,NA,0.099,148,4.6,NA,NA,1.36,0.463,NA,NA,NA,NA,NA
OIB,51.06,3.05,13.67,3.18,9.18,9.99,6.01,0.18,0.55,2.53,0.3,15.7,42.3,NA,32.7,6.73,2.43,NA,NA,7.2,NA,NA,NA,2.79,0.32,32.3,400,47,49,62,NA,161,24.1,NA,NA,25.2,NA,NA,NA,0.12,165,5.3,NA,4.4,NA,0.35,NA,NA,NA,NA,NA
OIB,51.95,2.48,13.8,NA,10.69,10.82,13.34,0.17,0.38,2.37,0.2,9.08,23.1,3.53,16.8,4.88,1.72,5.61,0.86,5.08,0.95,2.53,0.36,2.15,0.29,NA,NA,NA,NA,NA,NA,NA,NA,5.3,245,26.1,111,9.2,NA,NA,75,3.42,0.58,NA,0.63,0.24,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,43.8,5.7,24.2,4.67,1.64,NA,0.69,3.8,0.68,NA,NA,1.7,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,148,NA,1.34,NA,NA,3.14,NA,2.55,1.79,0.52,0.512912,0.70366,17.918,15.429,37.747
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,38.9,6.04,31.05,8.58,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,525,NA,192,NA,2.6,NA,NA,4.22,NA,2.04,1.46,0.29,0.513033,0.70354,18.506,15.56,38.04
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,49,6.47,27.4,6.4,2.16,6.43,NA,5.78,1.12,2.88,NA,2.32,0.335,NA,NA,NA,NA,NA,NA,NA,NA,20.6,361,28.9,201,26.5,1.93,0.291,200,NA,NA,2.06,NA,0.629,0.512844,0.704197,18.799,15.595,38.907
OIB,45.1,3.24,14,NA,NA,9.6,9.04,0.15,0.59,3.66,0.48,24,49,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,231,NA,NA,NA,6,448,27,210,26,NA,NA,286,NA,NA,7,1,NA,NA,NA,NA,NA,NA
OIB,45.42,3.32,14.4,4.34,10.42,11.85,5.4,0.23,0.91,3.1,0.41,22.9,56,NA,NA,NA,2.44,NA,0.9,NA,NA,NA,NA,NA,NA,37,NA,83,56.7,33,NA,NA,NA,26.2,455,NA,244,NA,NA,0.17,205,5.3,2.03,NA,2.74,0.61,NA,NA,NA,NA,NA
OIB,45.95,1.65,14.67,3.76,8.66,10.61,10.02,0.17,0.25,2.59,0.17,NA,NA,NA,11.37,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,349,NA,361,NA,NA,NA,3.41,254.7,37,72,NA,NA,NA,185,NA,NA,NA,NA,NA,0.512895,0.70387,NA,NA,NA
OIB,46.1,2.38,14.24,3.95,7.9,10.45,9.25,0.15,0.63,3.1,0.53,22,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,346,43,218,73,NA,NA,10,554,32,228,NA,NA,NA,243,NA,NA,4,6,NA,NA,NA,NA,NA,NA
OIB,46.1,2.42,15.8,3.91,7.96,10.65,7.46,0.16,0.8,3.74,0.56,28,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,160,34,101,60,NA,NA,13,692,32,220,NA,NA,NA,290,NA,NA,4,3,NA,NA,NA,NA,NA,NA
OIB,46.4,4.18,13.1,NA,NA,11.22,7.48,0.16,1.15,2.53,0.43,40,79,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,106,NA,NA,NA,23,975,32,299,39,NA,NA,294,NA,NA,4,4,NA,NA,NA,NA,NA,NA
OIB,47.3,2.8,12.85,NA,NA,11.95,5.95,0.15,0.36,2.25,0.3,14,34,NA,24,NA,2.1,NA,NA,5.4,NA,2.5,NA,2,NA,29,298,290,42,104,NA,NA,NA,9,383,27,172,15.9,NA,NA,90,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
OIB,47.38,3.85,14.18,NA,NA,10.9,5.71,0.16,1.81,2.75,0.48,34,77,NA,45,NA,2.96,9,NA,6.7,NA,2.7,NA,2.3,NA,24,340,112,40,84,NA,NA,NA,42,627,33,280,37,NA,NA,360,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA
